AssetID,AppId,Name
wa104381167,080b0be7-e7c1-4725-b099-a5c969adfb74,Ant Text Email Templates
wa104381169,e90ced19-bd88-46f2-af8d-6039c7cf35cd,Salesloft Connect
wa104381175,5f5dbbb4-deab-462c-ac63-6e394c120a5a,Mailsphere DNS Check
wa104381176,df6e3554-bd7d-4e1a-8d0e-06488ac658a7,Teamleader
wa104381180,6046742c-3aee-485e-a4ac-92ab7199db2e,Report Message
wa104381213,8f2ff399-c699-49cb-bc35-12682789f6a5,Nutshell
wa104381216,3ba9e8ee-1f5a-407e-bc52-204162698b71,ExtendSync
wa104381249,2b40eb6f-ae70-490e-ba92-ff7ae1029bee,Barracuda Essentials
wa104381251,bf4192d1-b91f-48e9-8f45-7be9211f0856,BitaBIZ
wa104381257,CA0E68F1-FD94-4BD2-A38F-D48190F42F15,HubSpot Sales
wa104381263,6006e01d-3317-4284-95a6-2b870cd40e70,Betterworks for Email
wa104381280,8c64aeea-2380-48f1-b1e1-1bf5dfe6202b,PipelineDeals for Outlook
wa104381281,e9fb052c-e578-4ad3-805c-d60c892772ab,FranConnect Sky
wa104381286,b709c032-b1e0-4c74-9ac2-e90b82afac36,Mailsphere Sender Trust
wa104381293,294f9ffc-ba9e-4a35-afd6-c80bef7188ae,Beenote
wa104381296,64d1ae57-b7cb-4c92-af6b-8197ad7b2fc0,Bravo for Outlook
wa104381306,e761a603-e8f8-44b5-84f2-f640cc816a49,Clio Outlook Add-in
wa104381310,67528170-c45a-405c-9584-f5bc450c4d33,Trustifi
wa104381346,49535d8a-fbe5-4935-8579-82099f9c14cc,Dropbox
wa104381358,547e3bb9-34f1-4674-adc5-2edd4f8f71bf,SalesDirector.ai
wa104381367,e2bba33b-13dc-40a5-84e1-fe239f30cf47,8x8 Work for Office 365
wa104381379,ddfb17ec-ba9a-40c4-b930-3f3932523079,Pexip Service
wa104381382,75dcd6a4-7b5d-4293-9735-d64625c69464,YaPa for Outlook
wa104381386,54ad5d2b-8311-1111-8fc7-df772bbc5c11,MeetingRoomMap
wa104381389,06192220-23cd-4955-a09b-f4c3942e77cf,Vidyard
wa104381397,67a047e7-920c-4efa-9fc7-05d38309ad4e,Outlook signature test
wa104381398,aa606559-22aa-4a3f-bd51-fd7a0445ecdc,Reflektive Peer Recognition &amp; Feedback
wa104381399,1f4b8f0f-dfef-469e-99e3-0d9bac0b0a25,Reminderly Appointment Reminders
wa104381400,b0bba006-2d7e-4ebd-a8be-d6364d31fdff,Retruster
wa104381409,0acdbb14-689f-4277-b353-6df2be418f05,D4Sign Outlook
wa104381414,42740291-03a8-432f-8305-de8bb98f762b,Simplicate
wa104381437,4c5c86d6-daef-4c0f-b7b2-cf496abc5461,iWRITER 365
wa104381442,3e5032d8-9aac-436f-8ec7-0b77f4d300ff,Ezekia
wa104381444,b0bba006-2d7e-4ebd-a8be-d6364d31fdfe,Retruster
wa104381446,fa0c4d52-36f6-4b55-a872-7c263cc0e467,Calendly
wa104381476,084fa5bc-7b66-49f6-9a1a-7157557cc32f,ConnectWise Control for Outlook Add-in
wa104381480,65279354-7cc7-4269-8ac2-84491f8ffad7,RecruitBPM
wa104381481,C5AC486C-B180-44A2-BBCA-01AC5DE66930,Synergy
wa104381518,fc188889-7206-4d15-9968-7a4966f7f4cc,ServiceDesk Plus for Email
wa104381521,56638367-6abe-4606-8f20-c491b4237d8f,Levitate
wa104381524,95394dae-9d6c-4830-afa8-bf32225b8945,INES
wa104381538,5b14d1b5-937b-4dc2-8df8-4d86af1d6b61,Method:CRM
wa104381539,caae11e7-0342-0709-bd95-f990efb0901c,e2grow
wa104381557,CCFBFF3D-A114-4353-ABCB-C9490BDDE498,Highspot
wa104381610,2150edbd-459f-4ce9-9267-cf1ecf71fa52,Attack Simulator Report Phishing
wa104381636,0b4671c9-1ac4-460d-aaf0-b2dfd3c80fe4,Bucketlist
wa104381638,B83D8018-A292-40D2-A052-1AD46BF903AD,Jira plugin for Outlook
wa104381649,fbe565ee-9bbe-4d1b-a9dc-980d0f8620d1,Dubb
wa104381676,ac70e923-b463-45d5-a021-4a35e4b1e7a8,snapADDY Assistant
wa104381686,3d1408f6-afb3-4baf-aacd-55cd867bb0fa,Actionable Messages Debugger
wa104381693,502a5942-52ea-4293-83b3-0ec4f2d6b4b9,5pm - Project Management and Team Collaboration tool
wa104381708,533878e4-6c58-4010-bc99-b6b013a40ba2,Commusoft
wa104381712,a7ca6c74-33fb-43a4-a3e4-781078f0eff5,Zoom
wa104381725,01d0977f-7752-4241-8d44-07e8c93535e9,WiseTime
wa104381726,050087F1-16B5-437B-87E5-EC673AAC2DB3,Avaya Meeting Scheduler
wa104381735,d76f016f-52c7-41b5-835b-900361d7040c,Priority Matrix
wa104381746,13c9e1d3-165f-4c67-a145-e6c6b1cfc465,CEIPAL Corp.
wa104381747,ac1a4a5b-3504-40e0-a08d-1f3e03b1f89b,Quantum Workplace
wa104381753,34400a39-55ca-4aed-a6ab-dd4c40f34d26,Claritysoft for Outlook
wa104381777,d387696a-17be-4a61-b03c-afc4f7d8af4b,Bigtincan Hub For Outlook
wa104381780,2f837a1a-14e9-4a61-8b1f-8926a4f32f8b,Playbooks for Outlook
wa104381794,77a2d4c2-5f17-414b-9470-b59d792d297e,Connect Room Finder
wa104381798,cce30042-e9f5-440c-ac68-63cddea9d018,Corrensa for VTiger
wa104381808,27f7f598-efd3-49e0-9d6c-af809eeb0d14,Office Connect
wa104381813,9414da95-c0a5-42e7-8bca-0bb9a8502af5,CAS genesisWorld
wa104381829,3a67bb2e-58a0-4c9c-8fce-cc0f7dc58316,Lime Go
wa104381830,0f4b3073-ea38-4176-9a4f-b6e65454d0d0,PracticePanther
wa104381833,129865f5-6f9e-421f-b6f1-34a118a034f8,Asana
wa104381840,75faf608-4762-4247-af36-372badd31063,Secured Signing
wa104381842,405916b0-0d1c-44aa-a890-da1407f793a4,I.D. Connect by Instinctive Drives
wa104381846,1c4f0221-6482-4665-84e0-42fc71cb9a38,Vast Conference
wa104381849,0026eab0-afba-43fe-a3fa-c479b6feeccb,I'm out
wa104381851,6df220fc-e48e-4469-8db1-6912ce109886,Google Meet
wa104381853,002a0f82-0870-4bfb-9104-89393c086fcb,Signature Manager
wa104381858,b030c35d-47c9-47cd-8323-449f486eabfb,FYI for Outlook
wa104381864,ab16b091-17c7-4c0c-a179-338a160b4d5f,Pipeliner CRM
wa104381867,c1d549c1-3683-4e31-a8ea-fab2779333d5,Leadership Connect
wa104381868,0d2d62ef-e058-45f3-9f3c-cd654ea723d4,Colligo Email Manager for Office 365
wa104381872,fc188889-7206-4d15-9138-2a2956f7f4ca,eAngel Proofreading for Outlook Emails
wa104381878,bbe8a299-fb48-42b7-98fd-10b359ac8d6c,Add Email to Kahua
wa104381891,007e9df9-9649-4650-a260-58d7ceda751a,INSIGHT for Outlook
wa104381896,140d36a9-9324-45ca-a039-16e30e9030b8,Achievers for Outlook
wa104381914,935f4777-fe79-411d-9aa5-b9ebb4bb92ef,appear.in
wa104381915,710860f5-cb7b-4e0d-9f61-967f2acca236,Team Do
wa104381922,39403046-5079-4d8b-a7d0-d540c95a3a5b,GoToMeeting
wa104381929,fdb70a37-5802-47ae-a019-91957f106057,Amicus Online for Outlook
wa104381930,7b5d9404-d6ea-4ab0-8dc9-9c291a9b69d2,ShareSimple
wa104381932,4478b552-c6ed-43da-9142-ffbe4a5153d2,CMap for Outlook
wa104381937,a8e14732-37cf-4a46-b69f-2539f4059948,UniPhi
wa104381946,80a4e00a-3be4-4646-959b-f9d42e5c22d2,Spekit
wa104381950,d5cfdab6-9866-49b3-8f2a-7c8fa1da63f2,Content Quality Optimizer
wa104381968,16149E96-8406-473C-AC4E-F7B419559EC5,Egress Protect
wa104381970,67528170-c45a-405c-9584-f5bc450c4d33,TrustiMail
wa104381976,7214a7e3-4615-4824-b696-df0b2e13f130,Condeco
wa104381980,65d810d6-591a-4e2e-80b0-85894008e614,Happay
wa104381982,7fd782bc-394a-4dce-82f1-fd1d0a68e1c1,Mobile Locker for Outlook
wa104381991,5efbb21d-9785-46ff-9e24-41fd2e2dda4d,Upsales
wa104381998,7082e6cd-6943-48dd-9ec3-a7b1454cd369,Vtiger for Outlook
wa104381999,deb6717c-1d17-4dc5-8719-7e1928ce2076,CatchApp Meeting Scheduler
wa104382022,2a571c94-88df-4371-bfb7-dc384f3390aa,tiny+
wa104382026,c1f0f062-29a7-4adf-bae8-a04aef9498ca,ClickUp
wa104382031,5af9483a-3d6f-40da-9910-d2cfebf234ec,Easy Projects
wa104382035,7a91e319-a65d-4ceb-909b-12203561dbf5,Cisco Webex Scheduler
wa104382036,be22bad2-7fc4-48bb-af5b-c6071bf8165e,ContactMonkey
wa104382049,7570f8c1-2538-456f-9ae9-d5aff7f40e93,Mail Assure Cloud Email Security
wa104382052,c58c7299-f2ca-4534-a858-c7b5d949a4b0,yoyomeeting
wa104382053,04e22875-5423-45f3-af0e-c3879a21c0a3,Dialpad Meetings
wa104382056,ff0194d2-e820-4443-9f88-ce576f165822,Infor Document Management
wa104382065,007e17a8-8617-4cfa-b032-a56407c276c1,Ftrans for Outlook
wa104382074,238c2b28-e05f-4eef-b397-f36a715cd08d,UnsubCentral
wa104382076,79c012f2-bde1-4116-b46f-52fdc77ccafe,Textio
wa104382077,de174894-578d-4359-83e2-ca1af33cdc19,Tracker de correo time manager 314
wa104382088,0909755f-cd01-453d-aafa-0a5a3a357755,Slack for Outlook
wa104382095,7c1dc130-5a1a-4e9a-ad8d-ec9c6866e29e,BookMe
wa200000003,6200bc28-e216-4ba1-ab6f-9bc34a9591c4,Hippo Video
wa200000010,48754a72-4650-4f6a-a433-e1e478edadb4,4Degrees
wa200000012,bad805bf-65dd-4faf-8e8d-da0271673916,Note Publisher
wa200000015,270c1312-7c65-467e-be34-48495d823173,Box
wa200000016,d1a9cde3-038f-4b0a-a96c-94d38df21fc7,JobDiva
wa200000023,e1170821-7a2a-4f4f-aaa8-7444c2681b9c,MailMerge365
wa200000026,ebb83a92-ea7e-439d-8794-20f9dbd77433,iCIMS Video Studio
wa200000033,f762dd1f-92c5-486c-992f-31a61967279d,Traction Guest
wa200000035,51acf238-56b2-4ba5-b269-eb4d4672d753,Amazon Chime
wa200000036,61dddbbf-9c5c-4f66-81f8-2fc084586655,Firefish for Outlook
wa200000041,9194f73f-e5ff-4c58-9152-a6333f689556,Procore for Outlook
wa200000049,115cc2d0-1ea3-4414-a272-829dd07e0b78,Odoo Connector
wa200000056,17e69345-a72c-4700-ab66-a78dcb40c319,Jira Cloud
wa200000058,909618da-7963-44c6-976f-c2a4bf7e4c38,Plenion
wa200000060,96012340-0c1f-466d-8e70-ee593b7e304c,Hotel Email Reservation Assistant (HERA 1.3)
wa200000062,dd6adfdb-e896-4454-b836-96ecb0324571,MIPA
wa200000067,614d5a9d-387e-499c-a6d7-ba5fbc371004,InPhase Actify
wa200000069,0763c3d1-25ec-4e95-b1be-b55b1a1c823a,Shipamax
wa200000071,d35e6f38-3497-48db-ac57-0fc412ad9bce,Unanet CRM
wa200000087,5bf1c919-00d7-4c07-89e0-84972f357231,Skedway
wa200000090,3d0b651b-0fac-4f63-b3c7-644660256369,XQ Secure Outlook
wa200000098,ed9b8540-f655-4f8d-8346-87416578bbd5,SigningHub
wa200000105,484BB4AC-7E0D-11E7-BB31-BE2E44B06B34,Repfabric Sync+
wa200000106,2776a6bb-5c14-4dbb-9cc1-db328be821e0,cloudplan fÃ¼r Outlook
wa200000114,b51e3efb-9c17-4a01-af72-09187d818a57,Polls
wa200000152,87ce3175-2f68-44af-a765-d659e7bf9112,Enablix
wa200000154,3f666eb6-37f3-4e6c-b7e0-861d1da13f10,AccountKit
wa200000163,52977dbf-5d65-4830-af8a-fdfc545c34a1,Project Insight for Outlook
wa200000167,52ef7cd3-6cb8-4dc8-87ed-75839063bc87,Mailoop@Team
wa200000172,3ec5eb72-dbf2-85c0-b7b8-bacd18305aab,KudosÂ®
wa200000175,9d71d9cb-c70c-4348-9ddb-0cb8c4443006,Lifesize
wa200000198,6e0da13d-5aea-43c4-a9d9-52662fb60d24,Envoy
wa200000207,ae1bc812-13f5-486a-a4fa-7fe720e60a4a,Matter365Outlook
wa200000239,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000252,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000263,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000268,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000276,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000278,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000283,d344b997-044e-4f7c-bf9a-59839d78471f,Exsalerate CRM
wa200000301,fba1f6ae-9f26-4b91-b641-78aff62416f2,Freshsales
wa200000321,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000322,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000323,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000325,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000332,d494b267-cbc7-47cf-961a-8e229af5f7d1,Share Mail
wa200000333,bf25ee10-172c-43a1-980a-2f33a1a0c866,Planyard
wa200000337,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000348,99f43282-34f7-4295-b40e-2999f3dec54d,Thnks
wa200000363,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000370,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000389,72e48aa8-23d9-4078-a039-4f82836d48b3,Digify
wa200000391,bfc8b831-b542-0c29-4f70-1e8d55bac800,Wunder365
wa200000392,f0c01ee0-81b2-43fb-882f-128b24ffffff,Applications Platform
wa200000393,32ea23e5-ed5d-4b89-9529-9164c003b61a,Cytracom
wa200000396,0a9d4594-f78e-4bcf-a2ac-d3d80352f5c9,Outlook Meetings for Confluence
wa200000449,ed061447-2684-451f-9e5e-83fe1bef3a9c,Sellizer
wa200000459,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000464,997062B1-1AF3-48BC-8AE3-BB25CAB9D4CA,Oorwin
wa200000468,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000473,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000479,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000485,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000487,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000489,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000491,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000492,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000495,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000499,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000505,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000508,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000521,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000522,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000525,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000527,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000529,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000533,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000535,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000536,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000537,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000538,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000544,804f03fa-d395-4083-894d-b84b4ed52d54,TriSys
wa200000548,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000551,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000552,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000554,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000561,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000566,b450cf3e-b691-4d46-8197-00d317b73d05,Report Email
wa200000570,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000576,131A8B55-BD40-4FEC-B2E6-D68BF5929976,Translator
wa200000589,b3a34b6d-ec91-47c3-a99b-c9c2c020de4d,Ebsta
wa200000590,4353e2f8-8dad-497a-87e7-9e2f4d460b28,Cardin for Outlook
wa200000591,284b1fe9-050b-4233-a2cb-23541e96dbe7,Customer Thermometer
